351,687
350,687
349,687
348,687
347,687
346,687
345,687
344,687
343,687
342,687
342,686
341,686
341,685
340,685
339,685
339,684
338,684
338,683
338,682
338,681
338,680
338,679
339,678
339,678
339,677
339,676
339,675
339,674
338,674
338,673
338,672
337,672
337,671
337,670
336,670
336,669
335,669
335,668
336,667
336,667
336,666
336,665
336,664
335,664
335,663
334,663
334,662
333,662
333,661
333,660
333,659
333,658
333,657
333,656
333,655
333,654
333,653
333,652
333,651
333,650
333,649
334,648
334,648
334,647
335,646
335,646
335,645
336,644
336,644
337,643
337,643
338,642
338,642
339,641
339,641
340,640
340,640
341,639
342,639
342,639
343,638
344,638
345,638
346,638
347,638
348,638
349,638
350,638
351,638
351,638
352,637
353,637
354,637
355,637
356,637
357,637
358,637
359,637
359,638
360,638
361,638
362,638
363,638
364,638
365,638
366,638
367,638
368,638
368,639
369,639
370,639
371,639
371,639
372,638
372,639
373,639
373,640
374,640
374,641
375,641
375,642
376,642
376,643
377,643
377,644
378,644
379,644
379,645
380,645
380,646
380,647
380,648
380,649
380,650
381,650
381,651
381,652
381,653
381,654
381,655
381,656
381,657
381,658
382,658
382,659
383,659
383,660
384,660
384,661
385,661
385,662
386,662
386,663
386,664
386,665
386,666
386,667
386,668
386,669
386,670
386,670
385,671
385,672
385,672
384,673
384,673
383,674
383,675
383,675
382,675
381,676
381,676
380,677
380,677
379,678
379,678
378,679
378,679
377,679
376,680
376,680
375,681
375,681
374,682
374,682
373,683
373,683
372,683
371,683
370,683
369,683
368,683
367,683
366,683
365,683
364,683
363,683
362,683
361,683
360,684
360,684
359,684
358,684
357,685
357,685
356,685
355,685
354,685
353,685
352,686
352,686
351,687
351,687
