766,37
765,37
764,37
764,36
764,35
764,34
763,34
763,33
763,32
762,32
762,31
762,30
762,29
762,28
762,27
762,26
761,26
761,25
761,24
761,23
760,23
760,22
760,21
759,21
759,20
758,20
758,19
758,18
758,17
758,16
758,15
757,15
757,14
757,13
757,12
758,11
758,11
758,10
758,9
758,8
759,7
759,7
759,6
760,5
761,5
762,5
763,5
763,6
764,6
764,7
765,7
765,8
765,9
765,10
765,11
766,11
766,12
766,13
767,13
767,14
767,15
767,16
768,16
768,17
768,18
769,18
769,19
770,19
770,20
770,21
771,21
771,22
771,23
771,24
771,25
771,25
770,26
770,27
770,27
769,28
769,29
769,30
769,30
768,31
768,32
768,33
768,33
767,34
767,35
767,35
766,36
766,37
766,37
