285,548
284,548
284,547
284,546
284,545
285,544
285,544
285,543
285,542
285,541
285,540
285,539
285,538
285,537
286,536
286,536
287,535
287,535
287,534
287,533
287,532
288,531
288,531
288,530
288,529
288,528
288,527
288,526
288,525
288,524
288,523
288,522
288,521
287,521
287,520
287,519
288,518
288,518
288,517
288,516
288,515
288,514
288,513
288,512
288,511
288,510
287,510
287,509
287,508
287,507
288,506
288,507
289,507
290,507
290,508
291,508
292,508
292,509
293,509
294,509
295,509
295,510
296,510
297,510
298,510
298,510
299,509
299,509
300,508
300,508
301,507
302,507
302,508
302,509
302,510
303,510
303,511
304,511
304,512
305,512
305,513
306,513
307,513
307,514
308,514
308,515
309,515
309,516
309,517
309,518
309,518
308,519
308,520
308,520
307,521
307,521
306,522
306,522
305,522
305,521
304,521
304,520
303,520
302,520
301,521
301,521
300,522
300,522
299,523
299,524
299,525
300,525
300,526
301,526
301,527
301,527
300,528
300,529
300,529
299,530
299,530
298,531
298,531
297,532
297,532
296,533
296,533
295,534
295,534
294,535
294,535
293,536
293,537
293,537
292,538
292,538
291,539
291,540
291,540
290,541
290,541
289,542
289,543
289,543
288,544
288,544
287,545
287,546
287,546
286,547
286,547
285,548
285,548
