127,184
126,184
126,183
126,182
125,182
125,181
125,180
125,179
125,178
124,178
124,177
124,176
125,175
125,175
126,174
127,174
127,174
128,173
128,173
129,172
129,172
130,171
131,171
131,171
132,170
132,170
133,169
133,169
133,168
134,167
134,167
135,166
135,166
135,165
136,164
136,164
136,163
136,162
136,161
137,160
137,160
137,159
137,158
137,157
137,156
138,155
138,155
139,154
139,154
140,153
141,153
142,153
143,153
143,154
144,154
144,155
144,156
144,156
143,157
143,158
143,158
142,159
142,160
142,161
142,162
142,163
142,164
142,164
141,164
140,165
140,165
139,166
139,166
138,167
138,168
138,168
137,169
137,170
137,170
136,171
136,172
136,172
135,173
135,174
135,174
134,175
134,175
133,176
133,177
133,177
132,178
132,178
131,179
131,180
131,180
130,181
130,181
129,182
129,183
129,183
128,183
127,184
127,184
